emotion,sentiment,textual_sentiment_predicted,textual_sentiment_score,transcription_ground_truth,transcription_ASR,WER,file_path
sadness,negative,negative,0.6832717061042786,"Ugh, you know what makes it so much worse, Ross is all happy in Vermont!","Oh, and you know what makes it so much worse? Ross is all happy in Vermont.",0.13333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia109_utt8.wav
joy,positive,neutral,0.5270798206329346,Come on! Look where you are!!,"Come on, look where you are!",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia109_utt9.wav
neutral,neutral,neutral,0.8291019201278687,"When you get a sec, another round of daiquiris.","We'll get a sec, another round of dacaries.",0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia109_utt10.wav
neutral,neutral,neutral,0.563765823841095,"Remember, a virgin for me please.",Remember I'm virgin for me please.,0.16666666666666666,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia109_utt11.wav
neutral,neutral,negative,0.518719494342804,Oh! And dont let me leave without getting the name of that carpet guy.,"Oh, and don't let me leave without getting the name of that carpet guy.",0.07142857142857142,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia109_utt12.wav
neutral,neutral,neutral,0.5309273600578308,"Ahh, come on! Yknow whatyknow what, I think Im just gonna go home and call Kathy.","Come on! I know what, you know what, I'm just gonna go home and call Kathy. I think it'll have a... No! That was a test!",1.0625,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia109_utt13.wav
neutral,neutral,neutral,0.8313788175582886,"Well, if you think it will help.",I think it'll have a-,0.8571428571428571,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia109_utt14.wav
anger,negative,neutral,0.4806745946407318,No!,No!,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia109_utt15.wav
fear,negative,neutral,0.838847815990448,That was a test!,that was a test.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia109_utt16.wav
fear,negative,neutral,0.5069547891616821,In a couple of hours Im gonna get really drunk and wanna call Kathy and you guys are gonna have to stop me!,"You know, in a couple hours I want to get really drunk and I'm going to want to call Kathy and you guys are going to have to stop me.",0.5652173913043478,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia109_utt17.wav
fear,negative,negative,0.6989946365356445,"And then after that, Im gonna get so drunk, Im gonna wanna call Janice",And then after that I'm gonna be so drunk I'm gonna wanna call J-,0.2857142857142857,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia109_utt18.wav
surprise,positive,neutral,0.8239142298698425,You should! How is she?,"You should, how is she?",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia109_utt19.wav
anger,negative,negative,0.7322202920913696,Ohhh!!,"Shut up, how is she?",5.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia109_utt20.wav
joy,positive,neutral,0.5359567403793335,I think somebody needs another lap dance.,I think somebody needs another lap dance.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia109_utt21.wav
neutral,neutral,neutral,0.45947855710983276,"All right, I definitely taste nutmeg.",I definitely taste nutmeg.,0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia110_utt0.wav
surprise,positive,neutral,0.806044340133667,You do?,You do?,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia110_utt1.wav
surprise,positive,neutral,0.6857446432113647,"You dont?  Well, thats the difference between a professional and a layman.","You don't? Well, that's the difference between a professional and a Lehman.",0.25,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia110_utt2.wav
anger,negative,negative,0.8215122818946838,That and arrogance.,That and arrogance.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia110_utt3.wav
neutral,neutral,neutral,0.60777747631073,Hey.,Bye.,1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia110_utt4.wav
joy,positive,neutral,0.7833540439605713,Hey! How was sailing?,"Hey, how's sailing?",0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia110_utt5.wav
joy,positive,neutral,0.6439598202705383,Wow thanks!,"No, thanks.",0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia111_utt0.wav
fear,negative,neutral,0.5809370875358582,Joe?,Joe,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia111_utt1.wav
joy,positive,positive,0.8763429522514343,Yeah!,Yeah!,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia111_utt2.wav
neutral,neutral,neutral,0.8604899644851685,"Uh, youve had a lot of sex right?","Uh... You've had a lot of sex, right?",0.125,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia111_utt3.wav
surprise,positive,neutral,0.7185063362121582,"When? Today? Some, not a lot.","What, today? Some not a lot.",0.16666666666666666,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia111_utt4.wav
fear,negative,negative,0.8276309370994568,"Well, its just the reason that Im asking is because I kind of eh, uh, I was unable toI mean I really wanted to, but I couldnt.","I was unable to, I mean, I really wanted to, but I couldn't. There, huh.",0.7407407407407407,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia111_utt5.wav
fear,negative,neutral,0.7875922918319702,"There huhhmm, there-there was an incident.",There was there was an incident.,0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia111_utt6.wav
neutral,neutral,negative,0.5500996708869934,"Dont worry about that man, that happens.","Don't worry about that man, that happened.",0.2857142857142857,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia111_utt7.wav
surprise,negative,neutral,0.9019240736961365,Its happened to you?,It's happening to you?,0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia111_utt8.wav
neutral,neutral,neutral,0.6478565335273743,Yeah! Once.,"Yeah, once.",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia111_utt9.wav
surprise,negative,neutral,0.8035548329353333,"Well, whatd you do?",And what you do?,0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia111_utt10.wav
neutral,neutral,neutral,0.6416949033737183,I did it anyway.,I did it anyway.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia111_utt11.wav
neutral,neutral,neutral,0.7400251030921936,Sup? Sup dude?,So So do,1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia111_utt12.wav
fear,negative,negative,0.6363205909729004,"Take whatever you want, just please dont hurt me.",Take whatever you want. Just please don't hurt me.,0.1111111111111111,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia111_utt13.wav
neutral,neutral,negative,0.8646049499511719,So youre playing a little,"I play a little PlayStation, huh? That's whack. PlayStation is whack. Soap at the whack PlayStation, soap. Come on, am I 19 or what?",4.6,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia111_utt14.wav
disgust,negative,negative,0.782703161239624,"Yes, on a scale from 1 to 10, 10 being the dumbest a person can look, you are definitely 19.","Yes, on a scale from one to ten, ten being the dumbest a person can look. You are definitely nineteen.",0.2,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia111_utt15.wav
surprise,positive,neutral,0.6788281798362732,"Come on man, really how old?!",about our man really how old.,0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia111_utt16.wav
disgust,negative,negative,0.4537457823753357,"Young! Youre a man-child okay?! Now go get changed because everybodys ready and please, oh please, keep my underwear!","Young, you're a man-child. Okay? Now go get changed because everybody's ready, and please, oh, please, keep my underwear. Oh, thanks.",0.21052631578947367,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia111_utt17.wav
surprise,negative,neutral,0.6008121967315674,And they knew about it?,and they knew about it.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia112_utt0.wav
surprise,negative,neutral,0.4893655776977539,"Okay, well Ross, what is this really about?","Okay, look Ross, what is this really about?",0.125,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia112_utt1.wav
anger,negative,positive,0.5987313985824585,"Look, this is my home and I want to be able to come and go whenever I want!",Like this is my home and I want to be able to come and go whenever I want,0.05555555555555555,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia112_utt2.wav
anger,negative,neutral,0.5219667553901672,"Okay, I will find someplace else to do the rest of my appointments. I just dont know what the big deal is!","Okay, I will find someplace else to do the rest of my appointments. I just don't know what the big deal is",0.045454545454545456,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia112_utt3.wav
disgust,negative,negative,0.7497398257255554,"The big deal is I dont want naked, greasy strangers in my apartment when I want to kick back with a puzzlebeer! Cold beer.","The big deal is I don't want naked greasy strangers in my apartment when I want to kick back with a puzzle. Beer, cold beer.",0.125,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia112_utt4.wav
neutral,neutral,neutral,0.6882296800613403,"Okay, look, he's not gonna hurt them, right?","Look, he's not gonna hurt them, right?",0.125,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia113_utt0.wav
anger,negative,neutral,0.8067466616630554,Do you always have to bring him here?,Do you always have to bring him here?,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia113_utt1.wav
neutral,neutral,negative,0.6914892792701721,I didn't wanna leave him alone.,"Look, I didn't want to leave him alone.",0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia113_utt2.wav
neutral,neutral,neutral,0.9166277050971985,We- we had our first fight this morning.,We kind of first fight this morning.,0.375,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia113_utt4.wav
neutral,neutral,negative,0.7695088982582092,I think it has to do with my working late.,I think it has to do with my working late. I said some things that I didn't mean and,0.9,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia113_utt5.wav
neutral,neutral,negative,0.8141500949859619,"I said some things that I didn't mean, and he- he threw some faeces...",He threw some feces.,0.7857142857142857,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia113_utt6.wav
neutral,neutral,neutral,0.8444331288337708,"Y'know, if you're gonna work late, I could look in on him for you.","You know, if you're gonna work late, I can look in on him for you, yeah?",0.2857142857142857,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia113_utt7.wav
joy,positive,positive,0.9847295880317688,"Oh, that'd be great!",Oh that would be great! Okay.,0.75,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia113_utt8.wav
neutral,neutral,neutral,0.7106461524963379,"Okay, but if you do, make sure it seems like you're there to see him, okay, and you're not like doing it as a favour to me.","But if you do make sure it seems like you're there to see him, okay, and you're not like doing it as a favor to me",0.07407407407407407,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia113_utt9.wav
neutral,neutral,neutral,0.5082718133926392,"Okay, but if he asks, I'm not going to lie.","Okay, but if he asks, I'm not going to one",0.1,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia113_utt10.wav
neutral,neutral,neutral,0.5770101547241211,Check this out.,"Alright, check it out, check this out.",1.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia114_utt0.wav
surprise,positive,neutral,0.8894687294960022,It says here that theres a place you can go to rent videos of all the museums!,here that there's a place you can go to rent videos of all the museums.,0.17647058823529413,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia114_utt1.wav
neutral,neutral,positive,0.9676191806793213,"""Its almost as good as being there.""",It's almost as good as being there.,0.14285714285714285,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia114_utt2.wav
joy,positive,neutral,0.5465957522392273,Its better! You cant go to a museum in your underwear!,"It's better. You can't go to a museum and you're on the way, huh?",0.7272727272727273,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia114_utt3.wav
joy,positive,positive,0.6906697154045105,Oh-ho! I bet the British version is gooooood!,I bet the British version is good,0.25,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia114_utt4.wav
neutral,neutral,positive,0.8145453929901123,"Uh, may I help you?","Ah, man, help you? Yes, I",1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia115_utt0.wav
neutral,neutral,neutral,0.6703154444694519,"Yeah, I talked to you on the phone, Im the lady that got stuck with the racecar bed.",I talked to you on the phone. I'm the lady you got stuck with the race car bed. Lock. It's like I told you there's nothing I can do. You signed for it. Monica Falu la Geller.,1.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia115_utt1.wav
neutral,neutral,neutral,0.7101844549179077,"Look, its like I told you, theres nothing I can do. You signed for it, Monica Velula Geller.",Lock it's like I told you there's nothing I can do you sign for it Monica Falu la Geller,0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia115_utt2.wav
neutral,neutral,positive,0.49830931425094604,"All right, Jester man, look we wanna see the king.","Alright, just a man, look, we wanna see the king.",0.3,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia115_utt3.wav
anger,negative,neutral,0.6217557787895203,Nobody sees the king!,Nobody sees the king.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia115_utt4.wav
neutral,neutral,neutral,0.6760069131851196,"Oh-ho-kay, Im talking to the king.","Okay, I'm talking to King.",0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia115_utt5.wav
surprise,negative,neutral,0.515311598777771,Hey! You cant go back there!,"Hey, you can't go back there.",0.16666666666666666,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia115_utt6.wav
surprise,negative,neutral,0.36797335743904114,Oh my God.,Oh my God.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia115_utt7.wav
neutral,neutral,positive,0.9230164289474487,"So, this must be kinda neat for ya, huh?","So, this must be kind of neat for you, huh?",0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia116_utt0.wav
neutral,neutral,neutral,0.7375993132591248,"I mean, your Dad tells me that you get a couple of days off school, and you, you ah, dont have to sell those cookies anymore.",When your dad tells me you get a couple of days off school and you don't have to sell those cookies anymore.,0.23076923076923078,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia116_utt1.wav
sadness,negative,positive,0.6561909914016724,"Well, I kinda wanted to sell the cookies. The girl who sells the most wins a trip to Spacecamp, and gets to sit in a","Well, I kind of wanted to sell the cookies. The girl who sells most wins a trip to Space Camp and gets to sit in a real space shuttle.",0.32,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia116_utt2.wav
surprise,positive,positive,0.7803871631622314,"Wow, you ah, you really like all this space stuff, huh?","Wow, you really like all this space stuff huh?",0.18181818181818182,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia116_utt3.wav
neutral,neutral,neutral,0.779675304889679,Yeah.,"Yeah, my dad says if I spend as much time helping clean a part",13.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia116_utt4.wav
neutral,neutral,neutral,0.43447887897491455,"My Dad says if I spend as much time helping him clean apartments, as I do daydreaming about outer space, hed be able to afford a trip to the Taj Mahal.","as I do daydreaming bad outer space, he'd be able to afford a trip to the Taj Mahal. I think you'd have to clean a whole lot of apartments to go all the way to India.",1.064516129032258,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia116_utt5.wav
neutral,neutral,neutral,0.4820247292518616,I think you would have to clean a whole lot of apartments to go all the way to India.,I think you'd have to clean a whole lot of apartments to go all the way to India.,0.10526315789473684,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia116_utt6.wav
sadness,negative,positive,0.8153323531150818,"No. The one in Atlantic City, Dad loves the slots. He says hes gonna double the college money my Grandma left me.","No, the one in the Atlantic City. Dad loves the slots. LAUGHTER He says he's going to double the college money. My grandma left me.",0.22727272727272727,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia116_utt7.wav
joy,positive,negative,0.7454186081886292,"Oh, um, I dont know if thats a good idea.",I don't know if that's a good idea.,0.4,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia117_utt0.wav
neutral,neutral,neutral,0.4977368414402008,"Oh. Look, just friends, I wont grope you. I promise.","Just friends, I won't grow up here. Prominent.",0.7,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia117_utt1.wav
joy,positive,negative,0.8181072473526001,"No, I just I think that its too soon.",I think it's too soon.,0.5555555555555556,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia117_utt2.wav
neutral,neutral,positive,0.6941549777984619,"No its not too soon, I had lunch at a eleven.","Oh, it's not too soon. I had lunch at 11.",0.36363636363636365,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia117_utt3.wav
neutral,neutral,neutral,0.575166642665863,I invented the game of Cups as a way to give Joey money.,I invented the game of cops as a way to give Joey money.,0.07692307692307693,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia118_utt0.wav
surprise,positive,negative,0.4943704903125763,And now you want that money back.,And now you want that money back.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia118_utt1.wav
neutral,neutral,neutral,0.7548108696937561,Exactly.,долg,1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia118_utt2.wav
joy,positive,negative,0.929905116558075,"Chandler, what kind of an idiot do you take me for?",What kind of idiot do you take me for?,0.18181818181818182,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia118_utt3.wav
anger,negative,negative,0.7771033048629761,Its not a real game! I made it up!,"It's not a real game, I made it up.",0.1111111111111111,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia118_utt4.wav
joy,positive,negative,0.8068594336509705,"Im sorry you lost your money, but I won it fair and square.","I'm sorry you lost your money, but I want it fair and square.",0.15384615384615385,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia118_utt5.wav
neutral,neutral,neutral,0.6740084886550903,I don't know.,I don't know.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia119_utt0.wav
neutral,neutral,neutral,0.7357227206230164,But I can see through your sheet.,but I can see through your sheet.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia119_utt1.wav
neutral,neutral,positive,0.6445018649101257,"Yeah, yeah, that's her.","Yeah, yeah, that's her.",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia119_utt2.wav
neutral,neutral,negative,0.48726537823677063,But y'know what?,"But you know what, it doesn't matter.",1.6666666666666667,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia119_utt3.wav
sadness,negative,negative,0.9088490009307861,"Doesn't matter, I'm never gonna get to meet her anyway.","Yeah, now that's her, but you know what doesn't matter. I'm never gonna get to meet her anyway. Why?",0.9,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia119_utt4.wav
neutral,neutral,neutral,0.6057864427566528,Why?,that we're going to get to meet her anyway. Why?,9.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia119_utt5.wav
sadness,negative,negative,0.893756091594696,"Because it's impossible to find her apartment! She lives in some like of hot girl parallel universe, or something.",Because it's impossible to find her apartment. She lives in like some hot girl parallel universe or something.,0.10526315789473684,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia119_utt6.wav
surprise,positive,negative,0.5320823192596436,"What are you talking about?  She obviously lives on the second floor, seventh apartment from the left!",What are you talking about? She obviously lives on the second floor. Seven departments.,0.29411764705882354,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia119_utt7.wav
neutral,neutral,neutral,0.8526433706283569,No. No. No. She lives on the,"No, no, no, she was on the third floor eighth apartment from the left",1.1428571428571428,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia119_utt8.wav
neutral,neutral,neutral,0.7591392993927002,"No, those first two windows,  that's the lobby.","No. Those first two windows, that's the lobby.",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia119_utt9.wav
neutral,neutral,neutral,0.826137363910675,"And y'know the other one over there, that's the stairway.","And you know that other one over there, that's the stairway.",0.3,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia119_utt10.wav
neutral,neutral,negative,0.6352169513702393,You've been counting wrong.,You've been counting wrong.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia119_utt11.wav
anger,negative,positive,0.8396058678627014,I did,I did not know that. Thank you Monica.,3.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia119_utt12.wav
fear,negative,neutral,0.5382413864135742,"Monica, betting the apartment, I dont know about this.",I just want to cut out and bidding me a apartment. I don't know about this.,1.2222222222222223,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia120_utt0.wav
joy,positive,positive,0.6859127283096313,"Rachel, I have not missed one question the whole game. I own this game! Look at my hand.","Rachel, I have not missed one question the whole game. I own this game. Look at my hand.",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia120_utt1.wav
surprise,positive,neutral,0.9355592727661133,Why? Do you have the answers written on there?,Have the answers written on there?,0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia120_utt2.wav
neutral,neutral,neutral,0.7804204225540161,"No! Steady as a rock! Now, are you with me.","No, steady as a rock. Now are you with me?",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia120_utt3.wav
fear,negative,positive,0.5448377132415771,"All right, lets do it.",Where let's do it? Come on! Okay.,1.2,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia120_utt4.wav
neutral,neutral,neutral,0.7898473143577576,"All right, gentlemen, youre up first.",Alright gentlemen you're up first.,0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia120_utt7.wav
neutral,neutral,negative,0.48279324173927307,You have 30 seconds. And the lightning round beginsstop it now. What was Monicas nickname when she was a field hockey goalie?,You have 30 seconds. The lightning round begins. Stop it.,0.6818181818181818,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia120_utt10.wav
neutral,neutral,neutral,0.5033679008483887,Big fat goalie.,"Big fat Goli, correct.",0.6666666666666666,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia120_utt11.wav
neutral,neutral,positive,0.8152202367782593,Correct. Rachel claims,Rachel claims this is her favorite move.,2.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia120_utt12.wav
neutral,neutral,negative,0.8856372237205505,Dangerous Liaisons,"Dangerous liaisons, correct!",0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia120_utt13.wav
neutral,neutral,positive,0.8992500305175781,Correct. Her actual favorite movie is...,actual favorite movie is...,0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia120_utt14.wav
neutral,neutral,neutral,0.7992820143699646,Weekend at Bernies,week in the party.,1.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia120_utt15.wav
neutral,neutral,negative,0.5577715039253235,"Well, look, why dont you just, why dont you do your Phase Two strip club thing with us.","Look, why don't you just want to do your phase two strip club thing with us? Yeah.",0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia121_utt0.wav
joy,positive,positive,0.49942439794540405,"Yeah, come on, we can be guys!","Come on, look at me guys.",0.5714285714285714,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia121_utt1.wav
joy,positive,neutral,0.5664989948272705,No you cant.,"No, you can't.",0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia121_utt2.wav
disgust,negative,negative,0.7511124610900879,"You dont want to be guys, youd be all hairy and wouldnt live as long.",You don't want to be guys. You'd be all hairy and you wouldn't live as long.,0.26666666666666666,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia121_utt4.wav
anger,negative,neutral,0.541011393070221,"Yknow you, you just stop being such a wuss and get those off and you come with us and watch naked girls dance around!!","You know, you're stopping such a lesson. Get those off, and you come with us and watch naked girls dance around.",0.2916666666666667,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia121_utt5.wav
neutral,neutral,neutral,0.5692520141601562,Okay.,Okay.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia121_utt6.wav
