emotion,sentiment,textual_sentiment_predicted,textual_sentiment_score,transcription_ground_truth,file_path
neutral,neutral,negative,0.5441866517066956,"Come on Rach, you dont have what, ten minutes?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia231_utt6.wav
anger,negative,negative,0.7242576479911804,I dont have ten minutes!!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia231_utt7.wav
neutral,neutral,neutral,0.8748775720596313,"What?  Sophie, does she have ten minutes?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia231_utt8.wav
anger,negative,positive,0.45631954073905945,"Hey, Ross!!! I told you I dont!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia231_utt9.wav
sadness,negative,negative,0.7471462488174438,"Dont yell at me okay, this is the most Ive seen you all week.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia231_utt10.wav
neutral,neutral,negative,0.7477915287017822,"Look, I cannot do this right now, okay, Ive got a deadline, would you just go home, Ill talk to you later.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia231_utt11.wav
neutral,neutral,neutral,0.7534617781639099,"Yeah, but wait...",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia231_utt12.wav
neutral,neutral,neutral,0.5293872356414795,Good bye!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia231_utt13.wav
neutral,neutral,neutral,0.7133168578147888,"Actually, thats our three hole punch.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia231_utt14.wav
surprise,negative,neutral,0.7484287023544312,Oh yeah? When?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia232_utt0.wav
neutral,neutral,neutral,0.8249191045761108,I'll tell you what.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia232_utt1.wav
neutral,neutral,neutral,0.8834447264671326,"When we're 40, if neither one of us are married, what do you say you and I get together and have one?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia232_utt2.wav
surprise,negative,negative,0.5137807130813599,Why won't I be married when I'm 40?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia232_utt3.wav
neutral,neutral,negative,0.5635271072387695,"Oh, no, no. I just meant hypothetically.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia232_utt4.wav
anger,negative,neutral,0.7824867963790894,"Ok, hypothetically, why won't I be married when I'm 40?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia232_utt5.wav
neutral,neutral,negative,0.48954659700393677,"No, no, no.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia232_utt6.wav
anger,negative,negative,0.8377785682678223,What is it? Is there something fundamentally unmarriable about me?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia232_utt7.wav
neutral,neutral,neutral,0.7894954085350037,"Uh, uh.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia232_utt8.wav
surprise,negative,neutral,0.8153216242790222,Well?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia232_utt9.wav
surprise,negative,negative,0.8436975479125977,Dear God! This parachute is a knapsack!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia232_utt10.wav
neutral,neutral,neutral,0.623418927192688,Hey.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia232_utt11.wav
surprise,positive,positive,0.7755719423294067,"Hey. Ooh, look at you, dressy-dress.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia232_utt12.wav
surprise,negative,neutral,0.9379010796546936,Did you go home and change?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia232_utt13.wav
neutral,neutral,positive,0.8869008421897888,"Yeah, well, it's an important day. I wanna look nice. Um, has uh Dr. Franzblau been by?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia232_utt14.wav
neutral,neutral,neutral,0.7807585597038269,"No, I haven't seen him.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia232_utt15.wav
surprise,negative,neutral,0.59294193983078,"Well, where is he? He is supposed to be here.  What if the baby needs him?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia232_utt16.wav
neutral,neutral,neutral,0.598278820514679,"Rachel, what is the deal with you and doctors, anyway? Was, like, your father a doctor?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia232_utt17.wav
neutral,neutral,neutral,0.7959221601486206,"Yeah, why?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia232_utt18.wav
neutral,neutral,neutral,0.5617507100105286,No reason.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia232_utt19.wav
joy,positive,positive,0.9618846774101257,I'm the holiday armadillo! I'm a friend of Santa's and he sent me here to wish you  a Merry Christmas!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia233_utt0.wav
surprise,negative,neutral,0.7828676700592041,"What happened to Santa, Holiday Armadillo?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia233_utt1.wav
joy,positive,positive,0.9423114061355591,"Yes! Yes! Please, just give it to me!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia234_utt1.wav
neutral,neutral,neutral,0.575106143951416,"Yeah, thats her.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia234_utt2.wav
neutral,neutral,positive,0.8344851136207581,Thank you.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia234_utt3.wav
surprise,negative,negative,0.8649287223815918,Its unbelievable! I-I cant believe that sign didnt work!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia234_utt4.wav
neutral,neutral,neutral,0.8221065998077393,Yknow what would work?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia234_utt5.wav
anger,negative,negative,0.8431209325790405,Stop making candy!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia234_utt6.wav
neutral,neutral,neutral,0.6943269371986389,You mean they like you.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia234_utt8.wav
neutral,neutral,neutral,0.6483990550041199,Maybe.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia234_utt9.wav
surprise,negative,neutral,0.737930953502655,Is that why you became a chef? So that people would like you?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia234_utt10.wav
anger,negative,negative,0.44932347536087036,"Oh, you really want to talk about getting people to like you huh, funny man?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia234_utt11.wav
anger,negative,positive,0.7859467267990112,"We were on the platform, ready to dance the world into the new Millennium, and the guy yelled CUT!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia235_utt0.wav
surprise,negative,neutral,0.8263801336288452,"Uh, wait, so you guys are telling me you actually did the routine from eighth grade?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia235_utt1.wav
joy,positive,positive,0.8863718509674072,"Yeah. But of course we had to update it a little bit.  Hey, by the way, great thinking about catching me!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia235_utt2.wav
joy,positive,negative,0.6411705017089844,Cos I was gonna say theres no way you couldve done the end the way you guys did it back then!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia235_utt3.wav
surprise,negative,positive,0.9211221933364868,What? We could do it!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia235_utt4.wav
joy,positive,positive,0.5803176760673523,"I dont know, I mean you were a lot bigger, I mean, stronger back then.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia235_utt5.wav
neutral,neutral,positive,0.8797214031219482,"I can do it, okay? Come on, lets go.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia235_utt6.wav
neutral,neutral,neutral,0.7846297025680542,"1, 2, 3, 4, 5, 6, 7, 8",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia235_utt7.wav
sadness,negative,negative,0.8301699161529541,I cant do it!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia235_utt8.wav
neutral,neutral,neutral,0.6933234333992004,"Now you do that, youre on TV.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia235_utt9.wav
joy,positive,positive,0.7106263041496277,Hey!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia236_utt0.wav
neutral,neutral,neutral,0.8940760493278503,"So, what are you guys in the market for? Weve got uh, scarves, tulip post cards...",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia236_utt1.wav
neutral,neutral,neutral,0.725230872631073,Check this out? Huh?  Yeah. Thats the stuff. What do you think?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia236_utt2.wav
neutral,neutral,negative,0.8998667001724243,"Well, I dont have to buy that, ""Im with stupid"" T-shirt anymore.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia236_utt3.wav
neutral,neutral,positive,0.9416851997375488,"Well, I like it. Here you go.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia236_utt4.wav
anger,negative,negative,0.9136303067207336,"All right, look, youre not really gonna buy that are you? Dont you think youve embarrassed me enough for one day?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia236_utt5.wav
surprise,negative,negative,0.7162365317344666,"Oh, I embarrass you?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia236_utt6.wav
neutral,neutral,negative,0.596795380115509,How can I answer that when Im pretending I dont know you?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia236_utt7.wav
neutral,neutral,negative,0.6747140288352966,Oh really? Then how come no one here is wearing them?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia236_utt9.wav
neutral,neutral,negative,0.5422648191452026,Theyre all tourists.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia236_utt10.wav
disgust,negative,neutral,0.5062423944473267,"All right, look, if you insist on wearing that, in public, yknow, youre gonna spend the rest of the afternoon all by yourself.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia236_utt11.wav
neutral,neutral,neutral,0.5892972350120544,Oh yeah?  If youre gonna make me choose between you and the hat? I choose the hat.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia236_utt12.wav
anger,negative,positive,0.8847499489784241,Good choice.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia236_utt13.wav
joy,positive,positive,0.7302913665771484,Thanks.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia236_utt14.wav
anger,negative,negative,0.5838777422904968,"Okay, wait. All right, thats it, okay, Im out of here. I am not going to be embarrassed anymore!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia236_utt15.wav
surprise,negative,negative,0.7486145496368408,"So! I'm just an empty vase, huh?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia237_utt0.wav
surprise,negative,neutral,0.6546458005905151,What?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia237_utt1.wav
anger,negative,negative,0.4935888648033142,"Y'know, so I don't read as many important books as you do, and I don't write trick poems that seem to be about one thing but are actually about something else.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia237_utt2.wav
neutral,neutral,negative,0.340994656085968,"And y'know what, I get excited about stupid stuff, like when I my",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia237_utt3.wav
surprise,negative,negative,0.44926443696022034,"Whoa, whoa, whoa.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia237_utt4.wav
anger,negative,negative,0.5634268522262573,You don't even know me...,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia237_utt5.wav
surprise,negative,negative,0.8191413879394531,"Whoa, whoa, whoa, the poem is not about you.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia237_utt6.wav
surprise,negative,neutral,0.6546458005905151,What?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia237_utt7.wav
sadness,negative,negative,0.9413647055625916,"The Empty Vase is not about you. My baby, you make me so sad that you would think this.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia237_utt8.wav
sadness,negative,negative,0.7825155854225159,"I'm sorry, my friend Phoebe...",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia237_utt9.wav
neutral,neutral,neutral,0.5894780158996582,"No, it's about all women. Well, all American women. You feel better now?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia237_utt10.wav
neutral,neutral,positive,0.5386504530906677,Oh yeah.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia237_utt11.wav
neutral,neutral,neutral,0.6120885610580444,"Okay, forward. ForwardStop!  Okay, backStop!  Okay, forwardStop! Stop! Stop!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia238_utt0.wav
neutral,neutral,neutral,0.780190646648407,"Okay, heres what were gonna do.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia238_utt1.wav
neutral,neutral,neutral,0.7463716864585876,"Okay, Im gonna break into this mini-van and put it in neutral.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia238_utt2.wav
neutral,neutral,neutral,0.8651069402694702,You guys push it forward so Ross can drive out of his spot.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia238_utt3.wav
neutral,neutral,neutral,0.7592368125915527,Okay?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia238_utt4.wav
neutral,neutral,neutral,0.6664872765541077,"All right, here we go.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia238_utt5.wav
neutral,neutral,negative,0.564192533493042,Haul ass!!!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia238_utt6.wav
neutral,neutral,neutral,0.8008951544761658,"So it said that by the year 2030, there'll be computers that can carry out the same number of functions as an actual human brain.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia239_utt0.wav
neutral,neutral,neutral,0.8897937536239624,So theoretically we could download our thoughts and our memories into this computer...,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia239_utt1.wav
joy,positive,positive,0.5878994464874268,...and live forever as a machine!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia239_utt2.wav
joy,positive,neutral,0.6074877381324768,"That's so Janine, you-you-you know what, do you know we're doing right now?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia239_utt3.wav
neutral,neutral,neutral,0.8570297360420227,"You and I, we're interfacing.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia239_utt4.wav
fear,negative,neutral,0.5055745840072632,"Yeah, I gotta go.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia239_utt5.wav
joy,positive,neutral,0.5444927215576172,Ba dum bumb cheshhh!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia239_utt6.wav
neutral,neutral,neutral,0.8622056841850281,"David, can you help me?! I'm trying to explain to Chandler how a plane stays in the air.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia240_utt0.wav
neutral,neutral,neutral,0.580201268196106,"Oh, certainly. That's a combination of Bernoulli's principle and Newton's third law of motion.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia240_utt1.wav
neutral,neutral,neutral,0.7091388702392578,See?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia240_utt2.wav
fear,negative,neutral,0.8065766096115112,"Yeah, that's the same as ""it has something to do with wind"".",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia240_utt3.wav
neutral,neutral,neutral,0.695758581161499,"Alright, I'm gonna go pick up a few things for the trip.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia240_utt4.wav
neutral,neutral,positive,0.6429693102836609,"Oh, I should go, too.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia240_utt5.wav
neutral,neutral,neutral,0.9179062843322754,"Oh, now... tomorrow do you guys wanna share a cab to the airport or should Mike and I just meet you there.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia240_utt6.wav
anger,negative,positive,0.6625000834465027,"Oh... Mike's sister just invited me to a party tonight, he's gonna be there.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia241_utt0.wav
sadness,negative,positive,0.8062177896499634,"And she was like ""Oh, don't worry!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia241_utt1.wav
neutral,neutral,neutral,0.8439978957176208,I asked him.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia241_utt2.wav
anger,negative,positive,0.9136960506439209,"He's totally ok with seeing you!"".",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia241_utt3.wav
joy,positive,positive,0.7694646120071411,So now I have to go so he'll think that I'm totally ok with seeing him!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia241_utt4.wav
anger,negative,negative,0.7642704248428345,"Which you're not, because you've totally hung up on him!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia241_utt5.wav
neutral,neutral,positive,0.7978469729423523,Exactly!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia241_utt6.wav
neutral,neutral,positive,0.8642381429672241,And you're gonna want him to eat his heart out so you're gonna have to look fabulous!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia241_utt7.wav
anger,negative,negative,0.5399138927459717,"I didn't even think about that!  Aaargh,",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia241_utt8.wav
neutral,neutral,neutral,0.748582124710083,"Hey Pheebs, I'm-I'm taking Charlie shopping, why don't you come and I'll help you find something.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia241_utt9.wav
joy,positive,positive,0.9859046339988708,"Ok, that'll be great!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia241_utt10.wav
disgust,negative,positive,0.8081861138343811,"Oh, ain't that nice? The three of you trying on slutty lingerie together.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia241_utt11.wav
disgust,negative,negative,0.8128448128700256,That's not what we're gonna do!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia241_utt12.wav
disgust,negative,negative,0.8557476997375488,"Why would you ruin it, who was that hurtin'?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia241_utt13.wav
joy,positive,positive,0.6280089020729065,"Julie hi! Chandler Bing, I, I guess you remember me.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia242_utt0.wav
neutral,neutral,neutral,0.6872249841690063,Hello Skidmark.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia242_utt1.wav
neutral,neutral,neutral,0.8708400726318359,"Its a nickname, Ill explain later.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia242_utt2.wav
neutral,neutral,positive,0.5353670120239258,Its pretty clear.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia242_utt3.wav
neutral,neutral,negative,0.8441462516784668,"Ah, uh, I owe you a long overdue apology. I never should have broken up with you because you were overweight.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia242_utt4.wav
surprise,negative,negative,0.6399535536766052,Thats why you broke up with me?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia242_utt5.wav
sadness,negative,neutral,0.5619902610778809,"You-you-you didnt know that.  Well, I guess my work here is done!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia242_utt6.wav
joy,positive,neutral,0.6490100026130676,Ni-chou chi-ma!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia243_utt0.wav
surprise,positive,neutral,0.470175176858902,"Ross! Excuse me, pardon me, excuse me....",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia243_utt1.wav
neutral,neutral,positive,0.7640495300292969,Hi everyone.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia244_utt0.wav
neutral,neutral,positive,0.8883235454559326,"I just, I wanted to thank you for our uh, our little talk before.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia244_utt1.wav
neutral,neutral,neutral,0.8474587202072144,"Well, I was going to, but after I talked to you, I talked to Joey.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia244_utt3.wav
fear,negative,neutral,0.8611368536949158,"What did, what did he say?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia244_utt4.wav
neutral,neutral,neutral,0.7189086675643921,"Basically he told me to get over myself and just do it, ya know.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia244_utt5.wav
neutral,neutral,neutral,0.819320797920227,"So I though about what you said and I though about what he said and, well, his way I get to have sex tonight so.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia244_utt6.wav
joy,positive,positive,0.981417715549469,"Oh, great!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia245_utt0.wav
joy,positive,neutral,0.812515139579773,"We couldnt keep our eyes off each other all night and then every once and a while yknow, hed kinda lean over and stroke my hair and touch my neck.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia245_utt1.wav
joy,positive,negative,0.8069877624511719,"Okay, stop it Phoebe, youre getting me all tingly.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia245_utt2.wav
joy,positive,neutral,0.6745535731315613,"All I could think of was yknow, ""Is he gonna kiss me? Is he gonna kiss me?""",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia245_utt3.wav
neutral,neutral,neutral,0.8589867949485779,And did he?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia245_utt4.wav
joy,positive,negative,0.4791984260082245,"Im a lady Monica, I dont kiss and tell. But this hickey speaks for itself.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia245_utt5.wav
neutral,neutral,positive,0.6214446425437927,"Okay-okay, I got it. I got it.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia245_utt6.wav
joy,positive,positive,0.964168131351471,I just like him so much that I just feel like Ive had 10 drinks today and Ive only had six.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia245_utt7.wav
joy,positive,neutral,0.5718554854393005,"Oh, I havent had that feeling since I first started going out with Chandler.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia245_utt8.wav
sadness,negative,negative,0.9090366959571838,"Wow, Im never gonna have that feeling again, am I?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia245_utt9.wav
disgust,negative,neutral,0.5711280107498169,You sound like a guy.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia245_utt10.wav
disgust,negative,negative,0.5459343791007996,"No, a guy would be saying, ""Im never gonna get to sleep with anyone else.""",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia245_utt11.wav
surprise,negative,positive,0.719591498374939,Oh my God!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia245_utt12.wav
sadness,negative,negative,0.8787392377853394,Im never gonna get to sleep with anyone else!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia245_utt13.wav
surprise,negative,negative,0.4451149106025696,Ive been so busy planning the wedding that I forgot about all the things that Id be giving up!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia245_utt14.wav
sadness,negative,negative,0.7801491022109985,"I mean, IIm never gonna have a first kiss again.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia245_utt15.wav
