emotion,sentiment,textual_sentiment_predicted,textual_sentiment_score,transcription_ground_truth,transcription_ASR,file_path
neutral,neutral,neutral,0.7311298251152039,"No, not really. I mean you've seen me naked hundreds of times.","No, not really.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia34_utt6.wav
neutral,neutral,negative,0.6200824975967407,Uh-huh. But it was a first for the rest of my building.,"I mean, I just don't...",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia34_utt7.wav
neutral,neutral,negative,0.5349364280700684,"Okay. All right, that's true! But y'know I just don't embarrass that easily.",I just don't embarrass that easily.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia34_utt8.wav
surprise,positive,neutral,0.7395684123039246,What?! You totally get embarrassed!,What you totally get embedded.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia34_utt9.wav
neutral,neutral,neutral,0.50783371925354,"No, I don't! Ross, I think I'm just a more secure person than you are.","I don't, Ross! I think I'm just a more secure person than you are.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia34_utt10.wav
neutral,neutral,neutral,0.8790378570556641,Is that so?,Is that so?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia34_utt11.wav
disgust,negative,negative,0.5877289175987244,Hey lady! I don't care how much you want it! Okay?! I am,"Hey, lady, I don't care how much you want it, okay?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia34_utt13.wav
surprise,positive,positive,0.5339542031288147,I cant believe it!,I can't believe it. I did it.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia35_utt0.wav
joy,positive,neutral,0.5300639271736145,I did it!,I wrote a bike!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia35_utt1.wav
joy,positive,negative,0.7366836667060852,I never thought Id be able to do that!,I never thought I'd be able to do that.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia35_utt3.wav
joy,positive,positive,0.9337444305419922,Thank you Ross.,"Thank you, Brian.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia35_utt4.wav
joy,positive,positive,0.6126794219017029,"Oh hey, dont thank me, thank yourself. Youre the one who faced her fears and ultimately overcame them.","Hey, don't thank me. Thank yourself. You're the one who faced your fears and ultimately overcame them.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia35_utt5.wav
neutral,neutral,neutral,0.415113627910614,"Hey, both you guys should be up there with me.",Both of you guys should be up there with me.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia36_utt0.wav
neutral,neutral,neutral,0.5224310755729675,"I mean, you two are-are my I mean, Im lucky to have just one good",I mean you two are like... I mean I'm looking to have just one good...,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia36_utt1.wav
neutral,neutral,positive,0.7302912473678589,Thanks man.,Thanks.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia36_utt2.wav
neutral,neutral,negative,0.8698555827140808,I gotta go check something over here.,"I can't get a good check, something like that.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia36_utt3.wav
sadness,negative,neutral,0.7406564950942993,What a baby.,for a baby.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia36_utt4.wav
sadness,negative,negative,0.9216603636741638,Total wuss!,Top of the worse.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia36_utt5.wav
neutral,neutral,positive,0.7189921736717224,"Okay, we have a lot of options here, a number of prototypes for you to try on.","Okay, we have a lot of options here a number of prototypes for you to try on",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia37_utt0.wav
joy,positive,positive,0.9817657470703125,Wow! This looks great!,"Oh, that's so good.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia37_utt1.wav
joy,positive,negative,0.65501868724823,"Yeah! Okay, this one is a mushroom cap.  Umm, this one is made of bologna.","Yeah, okay, this one's a mushroom cap This one is made of baloney",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia37_utt2.wav
disgust,negative,neutral,0.6187615394592285,And-and-and-and-and the toothpicks?,"and the two picks? Oh, just until the glue dries.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia37_utt3.wav
anger,negative,neutral,0.8021767735481262,You kissed another woman!,You kissed another woman?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia38_utt0.wav
neutral,neutral,neutral,0.6679859757423401,Call it even?!,Call it even!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia38_utt1.wav
joy,positive,neutral,0.5692523121833801,Okay!,Okay.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia38_utt2.wav
neutral,neutral,neutral,0.8213918209075928,"Well, Im gonna go get these  in some water.",but I'm gonna go get these in some water.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia38_utt3.wav
surprise,negative,negative,0.7189478278160095,Wait you stole those from these peoples wedding?,Did you stole those from these people's wedding?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia38_utt4.wav
neutral,neutral,negative,0.6267319321632385,"No-no, I took them from the hotel lobby.",I took them from the hotel lobby and they think they can charge me for some dirty move,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia38_utt5.wav
anger,negative,negative,0.6113438010215759,"Yeah, they think they can charge me for some dirty movie and a bag of Mashuga nuts, they got another think coming.",I took them from the hotel lobby and they think they can charge me for some dirty movie and a bag of my sugar notes They got another thing coming,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia38_utt6.wav
surprise,positive,positive,0.7302912473678589,Hey!,Thanks.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia38_utt7.wav
surprise,positive,neutral,0.7507025599479675,My sweater!,my sweater.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia38_utt8.wav
surprise,positive,neutral,0.5519249439239502,Ive been looking for this for like a month!,I've been looking for this for like a month.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia38_utt9.wav
surprise,negative,positive,0.6055874824523926,Oh my God!!,Oh my god!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia38_utt10.wav
surprise,negative,positive,0.6055874824523926,Oh my God!,Oh my god!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia38_utt11.wav
anger,negative,positive,0.7971699833869934,Happy?! Is that what Im supposed to be Vic? Happy?,"Happy? Is that what I'm supposed to be, Vic?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia39_utt0.wav
anger,negative,neutral,0.6238811612129211,"Well, why dont you tell me what youre supposed to be!",But why don't you tell me what you're supposed to be?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia39_utt1.wav
surprise,negative,neutral,0.8085917234420776,Huh?,Huh?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia39_utt2.wav
anger,negative,negative,0.853488028049469,Because I sure as hell cant figure it out!,Because I sure as hell can't figure it out.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia39_utt3.wav
anger,negative,negative,0.7395837306976318,I talk to you and nothin.,I taught you and nothing.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia39_utt4.wav
anger,negative,neutral,0.625440776348114,"You look at me, and its nothin.",You look at me and it's nothing.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia39_utt5.wav
joy,positive,positive,0.9637162089347839,"Tasty! Im really starting to feel like you guys have a history, its-its nice.",Tasty. I'm really starting to feel like you guys have a history. It's nice.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia39_utt7.wav
neutral,neutral,neutral,0.7503765225410461,I have a question about this scene.,I have a question about this scene.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia39_utt8.wav
neutral,neutral,neutral,0.5811464786529541,Yes?,Yes.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia39_utt9.wav
disgust,negative,negative,0.7782061696052551,"Well, I dont understand why Adriennes attracted to Victor.","Well, I don't understand why Adrian's attracted to Victor.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia39_utt10.wav
neutral,neutral,positive,0.7847030758857727,"Peel the onion. First of all, hes good looking.","Peel the onion. First of all, he's good looking.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia39_utt11.wav
neutral,neutral,neutral,0.5797716975212097,Yeah.,Yeah.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia39_utt12.wav
neutral,neutral,neutral,0.6536650061607361,I think my characters gonna need a little bit more of reason than that.,I think my character's gonna need a little bit more of a reason than that.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia39_utt13.wav
neutral,neutral,neutral,0.6283520460128784,"Oh, hey, how about this one.","Hey, how about this one? Uh, it says so in the script!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia39_utt14.wav
anger,negative,negative,0.7952004075050354,"Ah, its says so in the script!","Oh, hey, how about this one? Uh, it says so in the script. LAUGHTER You know, uh, I don't know why my character likes you, either. I mean, it says in the script here that you're a bitch.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia39_utt15.wav
anger,negative,negative,0.8953043818473816,"Y'know ah, I-I dont know why my character likes you either, I mean it says in the script here that youre a bitch.","You know, I don't know why my character likes you, either. I mean, it says in the script here that you're a bitch. Oh, no! It doesn't say that in the script. It doesn't mind.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia39_utt16.wav
anger,negative,neutral,0.6588440537452698,It doesnt say that in the script.,It doesn't say that in the script. It doesn't mind.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia39_utt17.wav
anger,negative,negative,0.8248321413993835,I cant,I can't believe he taped the two of them having sex.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia40_utt0.wav
anger,negative,neutral,0.7804080247879028,Yeah! You gotta tell a girl before you tape her. Such a rookie mistake.,"Yeah, you got to tell a girl before your taper.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia40_utt1.wav
neutral,neutral,positive,0.9667523503303528,Yknow who has a great video camera?,That was a great video camera.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia40_utt2.wav
neutral,neutral,neutral,0.8513413667678833,Greg and Jenny?,McGregtem maid,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia40_utt3.wav
neutral,neutral,neutral,0.8017855286598206,Do you still wanna call em? I wanna call em.,"This time, Colin, I would've called him. What's Colin?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia40_utt4.wav
neutral,neutral,neutral,0.6438406705856323,Lets call em.,"I know, no, it's busy.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia40_utt5.wav
joy,positive,neutral,0.7488896250724792,Yeah! Ask them if they brought their friends any souvenirs!,"Yeah, that's what they brought their friends in. They're souvenirs.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia40_utt6.wav
neutral,neutral,neutral,0.7966410517692566,Hello?  Eighth street deli?,"Huro, Astrith Delhi!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia40_utt7.wav
disgust,negative,negative,0.8557201027870178,"Hey, hang up! You get food poisoning just talkin to that place.","Hey, hang up. You get food poisoning. Just talk to that place.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia40_utt8.wav
fear,negative,negative,0.5856844782829285,"Uh sorry, wrong number.",Sorry about the number.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia40_utt9.wav
neutral,neutral,neutral,0.8457311987876892,Here you go.,여기 귀�...,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia40_utt10.wav
surprise,negative,neutral,0.5239123702049255,Hello?   Its the deli again!,Hello? It's the Daily again!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia40_utt11.wav
joy,positive,neutral,0.5691197514533997,All right! Ill have a sandwich!,"Alright, I'll have a sandwich.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia40_utt12.wav
sadness,negative,negative,0.8749594688415527,I dont think this numbers right!,I don't think this number's right.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia40_utt13.wav
sadness,negative,neutral,0.7787570357322693,Oh come on!!,Symphony Bill McLaren,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia40_utt14.wav
sadness,negative,positive,0.5463736057281494,"Gotta go. I miss you too, I love you, but it's getting real late now","I love you, but it's getting real late in a second. Hey, Ma. Listen, I made the appointment with Dr. Bazita and...",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia41_utt0.wav
surprise,negative,neutral,0.7119264006614685,"Hey Ma. Listen, I made the appointment with Dr. Bazida, and... Excuse me?  Did you know this isn't Ma?","Listen, I made the appointment with Dr. Bazeta and... Excuse me? Did you know this isn't meh?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia41_utt1.wav
neutral,neutral,neutral,0.877373456954956,Her name's Ronni. She's a pet mortician.,Her name's Ron. She's a pet mortician.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia41_utt2.wav
neutral,neutral,neutral,0.9217438101768494,Sure. So how long you been...,"You know, so how long you been?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia41_utt3.wav
neutral,neutral,neutral,0.5905604362487793,"Remember when you were a little kid, I used to take you to the navy yard and show you the big ships?","Remember when you were a little kid, they used to take you to the Navy Yard and you show you the big ships. Since then? No, it's only been six years. Huh.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia41_utt4.wav
surprise,negative,neutral,0.8358355760574341,Since then?!,Since then...,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia41_utt5.wav
neutral,neutral,neutral,0.7356798052787781,"No, it's only been six years.","No, it's only been six years.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia41_utt6.wav
neutral,neutral,neutral,0.4625687301158905,I just wanted to put a nice memory in your head so you'd know that I wasn't always such a terrible guy.,I just wanted to put a nice memory in your head so you'd know that I wasn't always such a terrible guy.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia41_utt7.wav
neutral,neutral,neutral,0.6077770590782166,...Joe.,Bye.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia41_utt8.wav
neutral,neutral,neutral,0.7800721526145935,Y'ever been in love?,You have been in love?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia41_utt9.wav
neutral,neutral,neutral,0.674008309841156,...I d'know.,I don't know.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia41_utt10.wav
neutral,neutral,neutral,0.5327576994895935,Then y'haven't. You're burning your tomatoes.,You're burning your tomatoes. You'll want to talk.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia41_utt11.wav
neutral,neutral,negative,0.5522819757461548,"Joe, your dad's in love big time. And the worst part of it is, it's with two different women.","Joe, your dad's in love big time. And the worst part of it is, it's with two different women. Oh, man. Please tell me one of them is my-",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia41_utt13.wav
disgust,negative,neutral,0.4598066806793213,Oh man. Please tell me one of 'em is Ma.,man please tell me one of them is,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia41_utt14.wav
surprise,negative,negative,0.5174204707145691,"Of course, course one of 'em's Ma. What's the matter with you.","Of course, of course one of them smile, it's mad at you.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia41_utt15.wav
neutral,neutral,positive,0.6405712962150574,"Everythings gonna be all right. Okay, Dick?","Everything's gonna be alright. Okay, Dick.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia42_utt0.wav
surprise,negative,neutral,0.6123844981193542,"Hello, I am Guru Saj--Whoa!!  Thats supposed to be a duck right? Cause otherwise, this is waaay out of my league.","Hello, I am Guru Saj. Whoa! He's supposed to be a duck, right? Because otherwise...",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia42_utt1.wav
neutral,neutral,positive,0.9810266494750977,"Hey, Rach, how was work?","Hey, hey, Rach. That was work. Oh, great.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia43_utt0.wav
neutral,neutral,positive,0.952168345451355,"Oh, great. Although I did sit down where there wasnt a chair.","That was work. Oh, it's great. Although I did sit down where there wasn't a chair.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia43_utt1.wav
neutral,neutral,neutral,0.572976291179657,"By the way, Ross dropped by a box of your stuff.","By the way, your boss struck by a box of your staff.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia43_utt2.wav
neutral,neutral,neutral,0.48085638880729675,"Oh, well, I guess I had that one coming.","Oh, well, I guess I had that one coming.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia43_utt3.wav
neutral,neutral,negative,0.8893513083457947,"Im just gonna throw it out, its probably just a bunch of shampoo and...","Just gonna throw it out, it's prejudiced up into shampoo.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia43_utt4.wav
neutral,neutral,neutral,0.5859213471412659,Something wrong?,Something wrong?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia43_utt5.wav
neutral,neutral,neutral,0.7442412376403809,No. Nothing.,oluk 나 또,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia43_utt6.wav
neutral,neutral,neutral,0.6311274766921997,"And then, and then you said that thing about, about bringing the Mesozoic era in the 21st century.","And then you said that thing about about bringing the mesozoic era into the 21st century Well, yeah, that's it",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia44_utt0.wav
surprise,positive,neutral,0.6722087860107422,"Yeah, that's it?",那切,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia44_utt1.wav
neutral,neutral,neutral,0.6340081095695496,Yeah.,That's it.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia44_utt2.wav
sadness,negative,negative,0.7591386437416077,"Dude, I am sorry about what I said!",I am sorry about what I said.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia45_utt0.wav
disgust,negative,negative,0.8846526145935059,"No, no, youre right, it is a ridiculous name!","Nope, nope, you're right, it is a ridiculous name.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia45_utt1.wav
neutral,neutral,positive,0.6741302609443665,Its not that bad.,"It's not that bad. Yes, it is.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia45_utt2.wav
anger,negative,neutral,0.6925390958786011,"Yes it is! From now on, I have no first name.","Now on, I have no first name.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia45_utt3.wav
neutral,neutral,neutral,0.6127626299858093,"So, youre just Bing?",So you're just bing?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia45_utt4.wav
joy,positive,neutral,0.6920465230941772,Because we won our apartment back!,because we want our carpet back.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia46_utt0.wav
surprise,negative,positive,0.6887826323509216,"What? Ace is high! Jack, queen, king, ace!","Well, Ace is high, Jack Queen King Ace.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia46_utt1.wav
anger,negative,neutral,0.6680916547775269,"No! Ace is low! Ace, two, three, four!","No, Ace is low, Ace 2, 3, 4.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia46_utt2.wav
surprise,positive,positive,0.615136444568634,I dont know. Ooh! Ooh! Look it!  Ah-ha!,"I don't know. Oh, oh, look at her!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia46_utt3.wav
neutral,neutral,neutral,0.5591980218887329,"All right, cut, lets pick again, pick again.","Alright cut! Let's pick again, pick again!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia46_utt4.wav
neutral,neutral,neutral,0.8769136071205139,Okay.,Can we give it a go?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia46_utt5.wav
anger,negative,positive,0.8229044079780579,Come on apartment! Come on apartment!  Oh! I know queen is high!,"Come on, apartment! Come on, apartment! Oh, I know Queen is high!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia46_utt6.wav
surprise,positive,positive,0.8083873987197876,"Uh-huh, not as high as It worked! King!",I thought his eyes... It worked! King!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia46_utt7.wav
joy,positive,negative,0.45656049251556396,Yeah baby!,Oh god.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia46_utt8.wav
joy,positive,neutral,0.6420727968215942,"But, we pick again! We pick again!","We pick again, we pick again.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia46_utt9.wav
neutral,neutral,neutral,0.6985011696815491,Why?!,Why?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia46_utt10.wav
fear,negative,neutral,0.674008309841156,I dont know!,I don't know.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia46_utt11.wav
joy,positive,positive,0.7593045234680176,Tickets please!  Thats courtside baby!,"Take it, please. That's courtside, baby!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia46_utt12.wav
surprise,negative,neutral,0.3636181652545929,"Seriously, good game though. Good game.   What are they so mad about? They get the apartment back!","So you say, good game, though. Good game. What are they so mad about? They got the apartment back? No, they didn't.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia46_utt13.wav
joy,positive,neutral,0.6069436073303223,No they didnt!,"No, they didn't.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia46_utt14.wav
neutral,neutral,negative,0.754086971282959,"You know, I don't think we brought enough stuff. Did you forget to pack the baby's anvil?","You know, I don't think we brought enough stuff. Did you forget the pack to baby's anvil?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia47_utt0.wav
neutral,neutral,positive,0.9316756129264832,It's gonna be worth it.,"I'm telling you, it's gonna be worth it.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia47_utt1.wav
neutral,neutral,positive,0.569506824016571,"It's a known fact that women love babies, all right?",It's a known fact that women love baby.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia47_utt2.wav
neutral,neutral,positive,0.5935969352722168,Women love guys who love babies.,"Alright, women love guys. Love babies.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia47_utt3.wav
neutral,neutral,negative,0.6439787149429321,It's that whole sensitive thing.,the whole sensitive thing.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia47_utt4.wav
neutral,neutral,neutral,0.6394789218902588,"Quick, aim him at that pack o' babes over there.","Quick, I meant that pack of babes over there.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia47_utt5.wav
neutral,neutral,neutral,0.7116139531135559,Maybe one of them will break away.,Maybe one of them will break away.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia47_utt6.wav
joy,positive,positive,0.4441056251525879,"No, no wait, for get them, we got one, hard left.","Don't worry, forget them, we got one. Hard left.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia47_utt7.wav
neutral,neutral,neutral,0.5295203924179077,"All right, gimme the baby.","Like, give me the baby.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia47_utt8.wav
neutral,neutral,negative,0.5966670513153076,"No, I got him.",Not in place. Not in place.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia47_utt9.wav
surprise,positive,negative,0.4762287139892578,"Oh, seriously you want him?","Oh, seriously, you want him?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia47_utt11.wav
surprise,positive,neutral,0.6300962567329407,"Well, don't, don't think me immodest, but, me?","Well, don't don't think me a modest, but me",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia47_utt13.wav
neutral,neutral,neutral,0.8484633564949036,You wanna smell him?,You want to smell them?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia47_utt14.wav
